etid,country,fine,controller_processor,article,violation_type,sector,summary,decision_date_imputed,decision_year,fine_cat,fine_cat2,mapping_key,country_label,violation_type_label,sector_label
ETid-673,SPAIN,3000.0,Solram T Y R S.L.,Art. 17 GDPR,Insufficient fulfilment of data subjects rights,Industry and Commerce,"The Spanish DPA (AEPD) has imposed a fine of EUR 3,000 on Solram T Y R S.L.. A data subject had filed a complaint with the AEPD against the controller due to the fact that the controller continued to send him advertisements via WhatsApp, despite the fact that he had requested the deletion of his data.",No,2021,3000.0,2.0,SPAIN-2021,27,3,5
ETid-672,THE NETHERLANDS,7500.0,Pvv Overijssel,Art. 33 GDPR,Insufficient fulfilment of data breach notification obligations,Public Sector and Education,"The Dutch DPA (AP) fined the Overijssel local branch of the PVV party EUR 7,500 for failing to notify the AP of a personal data breach, in violation of Art. 33 GDPR. An email regarding the convening of a meeting had been sent via an open distribution list due to a human error. Since the total of 101 recipients were addressed as 'Friends of the PVV' in the email, the political beliefs of the data subjects were thus disclosed to all addressees.",No,2020,7500.0,4.0,THENETHERLANDS-2020,29,2,7
ETid-671,SPAIN,1500000.0,"Edp Energía, S.A.U","Art. 13 GDPR, Art. 25 GDPR",Insufficient fulfilment of information obligations,Transportation and Energy,"The Spanish DPA (AEPD) has imposed a fine of EUR 1,500,000 on EDP Energía, S.A.U.. The decision follows, in particular, several complaints received for processing personal data without consent. As the DPA found, the controller had failed to inform data subjects in accordance with Art. 13 GDPR when collecting their data. This involved data subjects not being informed of their rights under Art. 15 GDPR - Art. 22 GDPR, and the contact details of the controller (e.g. its address) being incomplete.  Besides, the company's business practice allowed it to conclude contracts with customer representatives instead of with the customers directly. In these cases, however, the data controller did not check whether there was actually an authorization to represent the data subjects. The DPA finds that the controller failed to implement a procedure to verify the authorization of the alleged representatives.The fine is composed proportionately of EUR 1,000,000 for a breach of Art. 13 GDPR and EUR 500,000 for a breach of Art. 25 GDPR.",No,2021,1500000.0,9.0,SPAIN-2021,27,4,9
ETid-670,SPAIN,1500000.0,"Edp Comercializadora, S.A.U.","Art. 13 GDPR, Art. 25 GDPR",Insufficient fulfilment of information obligations,Transportation and Energy,"The Spanish DPA (AEPD) has imposed a fine of EUR 1,500,000 on EDP Comercializadora, S.A.U.. The decision follows, in particular, several complaints received for processing personal data without consent. As the DPA found, the controller had failed to inform data subjects in accordance with Art. 13 GDPR when collecting their data. This involved data subjects not being informed of their rights under Art. 15 GDPR - Art. 22 GDPR, and the contact details of the controller (e.g. its address) being incomplete.  Besides, the company's business practice allowed it to conclude contracts with customer representatives instead of with the customers directly. In these cases, however, the data controller did not check whether there was actually an authorization to represent the data subjects. The DPA finds that the controller failed to implement a procedure to verify the authorization of the alleged representatives.The fine is composed proportionately of EUR 1,000,000 for a breach of Art. 13 GDPR and EUR 500,000 for a breach of Art. 25 GDPR.",No,2021,1500000.0,9.0,SPAIN-2021,27,4,9
ETid-669,ICELAND,23100.0,Infomentor Ehf,"Art. 32 (1) b), d) GDPR",Insufficient technical and organisational measures to ensure information security,Industry and Commerce,"The Icelandic DPA (Persónuvernd) has imposed a fine of EUR 23,100 on InfoMentor ehf. Previously, the controller had reported a data breach according to Art. 33 GDPR. The incident concerned the company's online system, which is mainly used by schools and other institutions for communication and information purposes. In the course of its investigations, the DPA determined that inadequate technical and organizational security measures on the part of the controller led to the breach. Due to a security leak that resulted in the six-digit system number of each user being visible in the URL address of a specific page within the mentor system, unauthorized persons gained access to the personal data of 424 children.",No,2021,23100.0,6.0,ICELAND-2021,13,7,5
ETid-668,ROMANIA,2000.0,World Class România S.A.,Art. 32 GDPR,Insufficient technical and organisational measures to ensure information security,Employment,"The Romanian DPA (ANSPDCP) has imposed a fine of EUR 2,000 on World Class România S.A.. The controller had published the termination letter of an employee in a WhatsApp group used by the controller's employees. As a result, all members of this WhatsApp group were granted unauthorized access to certain personal data of the data subject (surname, first name, address, ID number, information related to the request for termination).",No,2021,2000.0,1.0,ROMANIA-2021,25,7,1
ETid-667,NORWAY,,Disqus Inc.,"Art. 5 (1), (2) GDPR, Art. 6 GDPR, Art. 12 GDPR, Art. 13 GDPR",Insufficient legal basis for data processing,"Media, Telecoms and Broadcasting","On May 5, 2021, the Norwegian DPA (Datatilsynet) announced that it intents to fine Disqus Inc. EUR 2, 500, 000 for violations of Art. 5 (1), (2) GDPR, Art. 6 GDPR, Art. 12 GDPR and Art. 13 GDPR.  It is alleged that Disqus unlawfully tracked visitors of Norwegian websites which used the Disqus plugin. Their data was then passed on to third-party advertisers.",No,2021,,,NORWAY-2021,22,6,6
ETid-666,HUNGARY,27700.0,Budapest Főváros Kormányhivatala Xi. Kerületi Hivatalát (11Th District Public Health Department Of The Government Office Of The Capital City Budapest),"Art. 32 (1) a), b) GDPR, Art. 32 (2) GDPR, Art. 33 (1) GDPR, Art. 34 (1) GDPR",Insufficient technical and organisational measures to ensure information security,Health Care,"The Hungarian DPA (NAIH) has fined the XI District Office of the Government of Budapest EUR 27,700.The controller had emailed health data regarding Covid-19 rapid tests, as well as the contact details of the people tested, to doctors in a single Excel file, unencrypted and without any further measures to ensure confidentiality. The DPA found that the controller had failed to implement technical and organizational measures that ensured the protection of personal data. In addition, the controller failed to inform the DPA and the data subjects about the data violations.",No,2021,27700.0,6.0,HUNGARY-2021,12,7,3
ETid-665,FINLAND,75000.0,Parkkipate Oy,"Art. 5 (1) c) GDPR, Art. 12 (3), (4), (6) GDPR, Art. 14 (2) a) GDPR, Art. 14 (3) GDPR, Art. 15 GDPR, Art. 17 (1) a) GDPR, Art. 25 (2) GDPR",Insufficient fulfilment of data subjects rights,Industry and Commerce,"The Finnish DPA has imposed a fine of EUR 75,000 on ParkkiPate Oy. A number of people had been issued parking tickets by the controller and had thereupon requested information about which personal data was being processed and, in some cases, requested the deletion of their data.
However, in order to process the requests, the controller stated that it needed the ID card number and address of the data subjects for identification purposes, as their name with the parking ticket number was not sufficient to verify their identity. According to the DPA, the controller has not only violated its duty to inform the data subjects and the right to delete their data, but has also violated the principle of data minimization. The DPA stressed that it is permitted to request further proof of identification if there are reasonable doubts about the identity of the data subject. However, in the cases in question, no such doubts had existed. Furthermore, the DPA found a violation of the principle of storage limitation. The controller had stored photos of incorrectly parked cars and copies of parking tickets for possible future disputes in court without having defined a deadline for the deletion of the data.",No,2021,75000.0,8.0,FINLAND-2021,8,3,5
ETid-664,BELGIUM,100000.0,Financial Company,"Art. 5 (1) f) GDPR, Art. 32 GDPR",Insufficient technical and organisational measures to ensure information security,"Finance, Insurance and Consulting","The Belgian DPA (APD) has imposed a fine of EUR 100,000 on a financial company. A data subject had filed two complaints with the APD against the company. They were based on 20 queries of her personal data from the credit register of the National Bank of Belgium. The controller employs the data subject's ex-husband, who allegedly used his role to unlawfully gain access to the register in order to obtain financial information about the data subject and thus gain an advantage in their divorce proceedings. As the DPA noted, the data protection violations occurred due to the fact that the controller had not taken adequate organizational measures to protect personal data from unauthorized processing.",No,2021,100000.0,8.0,BELGIUM-2021,1,7,2
ETid-663,ITALY,20000.0,Gedi News Network Spa,"Art. 12 (3), (4) GDPR",Insufficient legal basis for data processing,"Media, Telecoms and Broadcasting","The Italian DPA (Garante) has imposed a fine of EUR 20,000 on GEDI News Network Spa. A data subject filed a complaint with the Italian DPA against the controller regarding an article published by the latter in which he was referred to. In this context, the data subject exercised his right under Art. 17 GDPR and requested the deletion of the article, considering it no longer relevant. However, the controller did not respond to the data subject's request in a timely manner.",No,2021,20000.0,5.0,ITALY-2021,16,6,6
ETid-662,ITALY,30000.0,Onedirect Srl,"Art. 6 (1) GDPR, Art. 7 (1) GDPR, Art. 30 GDPR, Art. 31 GDPR",Insufficient legal basis for data processing,"Media, Telecoms and Broadcasting","The Italian DPA (Garante) has imposed a fine of EUR 30,000 on OneDirect Srl. A data subject had filed two complaints with the DPA after receiving advertisements by e-mail from the controller, even though he had not consented to it. Even after the data subject had repeatedly objected to the sending, the controller had not stopped the mailings. Moreover, the controller did not respond to the data subject's objections. Furthermore, the controller did not maintain a register of its processing activities and had not sufficiently cooperated with the DPA in the course of the investigation.",No,2021,30000.0,6.0,ITALY-2021,16,6,6
ETid-661,ITALY,80000.0,Planet Group Spa,"Art. 5 (1) a) GDPR, Art. 6 (1) GDPR, Art. 21 (2), (3) GDPR, Art. 12 (3) GDPR, Art. 25 (1) GDPR",Insufficient legal basis for data processing,Industry and Commerce,"The Italian DPA (Garante) has imposed a fine of EUR 80,000 on Planet Group Spa. The controller made promotional calls on behalf of TIM s.p.a.. Several of these calls were made even though the data subjects had not consented or had objected to the calls. Garante found that the controller had contacted a total of 47,981 telephone numbers without consent or legal basis. In addition, Garante highlighted that the controller had not respected the data subjects' right to object. In one case, a user had been contacted 155 times in one month, even though he had exercised his right to object.",No,2021,80000.0,8.0,ITALY-2021,16,6,5
ETid-660,ITALY,15000.0,Mediacom S.R.L.,"Art. 5 (1) a) GDPR, Art. 6 (1) GDPR",Insufficient legal basis for data processing,Industry and Commerce,"The Italian DPA (Garante) has imposed a fine of EUR 15,000 on Mediacom s.r.l.. The controller carried out advertising calls on behalf of TIM s.p.a.. Several of the calls were made even though the data subjects had not consented, had objected to the advertising calls, or had their numbers on the Robinson list. Garante found that the controller failed to verify the legitimacy of the data in contact lists acquired from third-party companies, as well as to sufficiently ensure that valid consents had been given by the data subjects for corresponding promotional activities.",No,2021,15000.0,5.0,ITALY-2021,16,6,5
ETid-659,THE NETHERLANDS,600000.0,Municipality Of Enschede,"Art. 5 (1) a) GDPR, Art. 6 (1) GDPR",Insufficient legal basis for data processing,Public Sector and Education,"The Dutch DPA (AP) has fined the municipality of Enschede EUR 600,000. In 2017, the municipality decided to install special measurement boxes to measure crowds in the city center of Enschede. Sensors in the measurement boxes detected the wifi signals from the cell phones of passers-by and registered them with a code. Based on the registered codes, it was possible to calculate how busy the city center was. However, this also made it possible to track which measurement box a particular cell phone passed by, making it possible to track the movement of passers-by. The municipality states that it was never its intention to track passers-by. However, the DPA finds that the wifi tracking (even if it was unintentional) constitutes a serious breach of the GDPR. The DPA concludes that the municipality tracked its passers-by without an effective legal basis and thus violated Art. 5 (1) a) GDPR and Art. 6 (1) GDPR.",No,2021,600000.0,9.0,THENETHERLANDS-2021,29,6,7
ETid-658,SPAIN,15000.0,Anytime Fitness Iberia S.L.,"Art. 17 GDPR, Art. 21 LSSI",Insufficient fulfilment of data subjects rights,Industry and Commerce,"The Spanish DPA (AEPD) has imposed a fine of EUR 15,000 on Anytime Fitness Iberia S.L.. A data subject had filed a complaint with the AEPD against the controller due to the fact that the controller continued to send him SMS advertisements, despite the fact that he had requested the deletion of his data and the controller had confirmed the deletion. The fine is composed proportionally of EUR 10,000 for a breach of Art. 17 GDPR and EUR 5,000 for a breach of Art. 21 LSSI.",No,2021,15000.0,5.0,SPAIN-2021,27,3,5
ETid-657,SPAIN,3000.0,Pagamastarde S.L.,"Art. 17 (1) GDPR, Art. 21 LSSI",Insufficient fulfilment of data subjects rights,"Finance, Insurance and Consulting","The Spanish DPA (AEPD) has imposed a fine of EUR 5,000 on Pagamastarde S.L.. A data subject had filed a complaint with the AEPD against the controller due to the fact that the controller continued to send him SMS advertisements, despite the fact that he had requested the deletion of his data and the controller had confirmed the deletion. The controller stated that the data subject's request had not been fulfilled due to a human error. The fine is composed proportionately of EUR 3,000 for a violation of Art. 17 (1) GDPR and EUR 2,000 for a violation of Art. 21 LSSI. The original fine of EUR 5,000 was reduced to EUR 3,000 due to immediate payment and admission of guilt.",No,2021,3000.0,2.0,SPAIN-2021,27,3,2
ETid-656,SPAIN,1000000.0,Equifax Iberica S.L.,"Art. 5 (1) a), b), c), d) GDPR, Art. 6 (1) GDPR, Art. 14 GDPR",Insufficient legal basis for data processing,"Finance, Insurance and Consulting","The Spanish DPA (AEPD) has imposed a fine of EUR 1,000,000 on Equifax Ibérica, SL. A total of 96 complaints were filed with the DPA against the controller because it had included personal data of individuals associated with alleged debts in the Judicial Claims and Public Entities File ('FIJ') without their consent. In some cases, these data were not even correct. According to the DPA, the processing of the data subjects' personal data involving the FIJ file had been unlawful and violated several data protection principles of data processing (lawfulness and transparency, purpose limitation, data minimization, and accuracy). In addition, the controller had not properly informed the data subjects about the processing of their data, thus violating its duty to inform them.",No,2021,1000000.0,9.0,SPAIN-2021,27,6,2
ETid-655,CZECH REPUBLIC,19200.0,Unknown,"Art. 5 (1) a) GDPR, Art. 6 (1) GDPR, Art. 12 (2), (3), Art. 15 GDPR, Art. 16 GDPR, Art. 17 GDPR, Art. 18 GDPR, Art. 19 GDPR, Art. 20 GDPR, Art. 21 GDPR, Art. 22 GDPR",Non-compliance with general data processing principles,Unknown,"A company copied personal data from public registers, which was considered illegal by the Czech DPA, as it was not deemed necessary.",No,2020,19200.0,5.0,CZECHREPUBLIC-2020,5,8,10
ETid-654,CZECH REPUBLIC,,Unknown,Art. 5 (1) a) GDPR,Insufficient legal basis for data processing,Employment,State-subsidized organization shared photos of its employees on its website without a sufficient legal basis.,No,2020,,,CZECHREPUBLIC-2020,5,6,1
ETid-653,CZECH REPUBLIC,,Municipality,"Art. 5 (1) a) GDPR, Art. 6 (1) GDPR, Art. 13 GDPR, Art. 14 (3) GDPR",Insufficient legal basis for data processing,Public Sector and Education,"A public school shared personal information with a municipal mayor, who disclosed it through the city radio mobile application.",No,2020,,,CZECHREPUBLIC-2020,5,6,7
ETid-652,CZECH REPUBLIC,3850.0,Television Broadcaster,Art. 12 (1) GDPR,Insufficient fulfilment of information obligations,"Media, Telecoms and Broadcasting","A TV broadcaster had provided information on its website about the processing of personal data, which was however hidden and inaccurate (links to outdated legal provisions).",No,2020,3800.0,3.0,CZECHREPUBLIC-2020,5,4,6
ETid-651,CZECH REPUBLIC,,Unknown,Art. 5 (1) c) GDPR,Non-compliance with general data processing principles,Industry and Commerce,"A company stored biometric signatures of its customers, which violated the principle of data minimization.",No,2020,,,CZECHREPUBLIC-2020,5,8,5
ETid-650,CZECH REPUBLIC,,Bank,"Art. 48 (1) b) LGT, Art. 21 GDPR, Art. 23 (4) LOPDGDD",Non-compliance with general data processing principles,"Finance, Insurance and Consulting",A bank made the opening of an account conditional on the presentation of a copy of the identity card.,No,2020,,,CZECHREPUBLIC-2020,5,8,2
ETid-649,CZECH REPUBLIC,,Healthcare Provider,"Art. 5 (1) a) GDPR, Art. 12 (1) GDPR, Art. 28 (2), (3) GDPR",Insufficient fulfilment of information obligations,Health Care,A healthcare provider collected personal data through a software provided by an external body without informing the patients.,No,2020,,,CZECHREPUBLIC-2020,5,4,3
ETid-648,CZECH REPUBLIC,,Public University,"Art. 6 (1) GDPR, Art. 13 GDPR",Insufficient legal basis for data processing,Public Sector and Education,A public university required personal data from applying students without a sufficient legal basis.,No,2020,,,CZECHREPUBLIC-2020,5,6,7
ETid-647,ITALY,3000.0,Comune Di San Marco In Lamis,"Art. 5 (1) a), c) GDPR, Art. 6 (1) c), e) GDPR, Art. 6 (2) GDPR, Art. 6 (3) b) GDPR",Insufficient legal basis for data processing,Public Sector and Education,"The Italian DPA (Garante) has imposed a fine of EUR 3,000 on the municipality of San Marco in Lamis. The municipality had uploaded documents containing personal data of the data subject and his family freely accessible on its website. The documents were two orders against the data subject. The documents were related to a proceeding against the data subject concerning construction activities without a building permit and contained the date of birth, place of birth, tax number and address of the data subject and his relatives. The data subject had already asked the municipality in advance to remove the documents from the website. However, the municipality did not comply.",No,2021,3000.0,2.0,ITALY-2021,16,6,7
ETid-646,GREECE,2000.0,Candidate For Parliamentary Elections,"Art. 15 GDPR, Art. 11 Law 3471/2006",Insufficient fulfilment of data subjects rights,Public Sector and Education,"The Greek DPA (HDPA) has fined a parliamentary candidate EUR 2,000. The data subject had received a call from the controller on her private mobile number prior to the Greek parliamentary elections in July 2019. The call was made for the purpose of promoting the controller's candidacy. The data subject's inquiries regarding the use of her personal data were answered by the controller in a contradictory manner.",No,2021,2000.0,1.0,GREECE-2021,11,3,7
ETid-645,SPAIN,4000.0,Hazteoir.Org,Art. 6 GDPR,Insufficient legal basis for data processing,Individuals and Private Associations,"The Spanish DPA (AEPD) has imposed a fine of EUR 5,000 on HazteOir.Org. The controller had published a brochure on sex education in schools which unlawfully contained the photos and names of three data subjects who had not given their consent. The original fine of EUR 5,000 was reduced by 20% to EUR 4,000 due to immediate payment.",No,2021,4000.0,3.0,SPAIN-2021,27,6,4
ETid-644,SPAIN,1500.0,Private Individual,Art. 5 (1) c) GDPR,Non-compliance with general data processing principles,Individuals and Private Associations,"The Spanish DPA (AEPD) has imposed a fine of EUR 1,500 on a private individual. The controller had installed a surveillance camera on his property, which recorded, among other things, the public space and neighboring properties. According to the controller, he had installed the camera for security purposes regarding his property. The AEPD considered this to be a violation of the principle of data minimization, as such extensive monitoring was not necessary to protect the controller's property",No,2021,1500.0,1.0,SPAIN-2021,27,8,4
ETid-643,NORWAY,19900.0,Basaren Drift As,"Art. 5 GDPR, Art. 6 GDPR, Art. 13 GDPR",Insufficient legal basis for data processing,Accomodation and Hospitalty,"The Norwegian DPA (Datatilsynet) has imposed a fine of EUR 19,900 on Basaren Drift AS. The controller had installed video cameras in its premises which recorded both its employees and customers. The Norwegian DPA concluded that the controller had no legal basis for the camera surveillance. In addition, the Norwegian DPA found that the controller did not provide sufficient information on the surveillance to the data subjects.",No,2021,19900.0,5.0,NORWAY-2021,22,6,0
ETid-642,SPAIN,8000.0,Highcliffe Estates Marbella S.L.,Art. 6 (1) GDPR,Insufficient legal basis for data processing,Real Estate,"The Spanish DPA (AEPD) has imposed a fine of EUR 8,000 on Highcliffe Estates Marbella S.L.. The controller had published a photo of the data subject on its website without his consent.",No,2021,8000.0,4.0,SPAIN-2021,27,6,8
ETid-641,CZECH REPUBLIC,1900.0,Unknown,"Art. 12 (2) GDPR, Art. 15 (1) GDPR",Insufficient fulfilment of data subjects rights,Industry and Commerce,"A person had received an invoice for ordered goods, which, however, came from a different company than the one from which she had ordered the goods. Therefore, the data subject contacted the company that had supplied the goods and requested information about where her personal data had been obtained from, how it had been processed and on what legal basis it had been processed. As the company did not respond to her request, the data subject contacted the DPA. The DPA then demanded the controller to provide the data subject with the requested information immediately. As the controller did not respond to this request either, the DPA imposed a fine in the amount of EUR 1,900.",No,2020,1900.0,1.0,CZECHREPUBLIC-2020,5,3,5
ETid-640,CZECH REPUBLIC,,Unknown,"Art. 5 (1) a) GDPR, Art. 6 GDPR",Insufficient legal basis for data processing,Industry and Commerce,"The Czech DPA (UOOU) imposed a fine against a company for processing personal data without a sufficent legal basis. Several individuals were contacted by the sales staff of the controller for advertising purposes. The data subjects had used the services of the sales staff in the past (until around 2016) to conclude insurance or financial contracts. However, at that time, the sales staff were working for a different company with which they had concluded an agency contract. The DPA notes that on the one hand the use of the personal data known to the representatives from their previous activity constitutes a breach of the contract concluded with the previous company, and on the other hand no legal basis existed for the further processing of the data for advertising purposes in favour of the controller.",No,2020,,,CZECHREPUBLIC-2020,5,6,5
ETid-639,CZECH REPUBLIC,387.0,Private Healthcare Provider,"Art. 24 GDPR, Art. 32 (1) GDPR",Insufficient technical and organisational measures to ensure information security,Health Care,"The Czech DPA (UOOU) conducted an investigation against the operator of a non-governmental medical facility following a security breach. The operator offers a range of diagnostic tests to patients. The results of the tests are subsequently communicated on its website to both patients and physicians who recommended the tests. The reported security breach involved an attack on the operator's website by an unknown individual. Following this incident, the operator stopped operating the website in question and proposed technical measures to increase security. However, the DPA still found that other websites operated by the same operator had the same shortcomings. Yet, the operator did not restrict their operation nor did it take any new technical measures. As a consequence, the UOOU imposed a fine of EUR 387.",No,2020,400.0,0.0,CZECHREPUBLIC-2020,5,7,3
ETid-638,SPAIN,1500.0,Pub Owner,Art. 5 (1) c) GDPR,Non-compliance with general data processing principles,Accomodation and Hospitalty,"The Spanish DPA (AEPD) fined the owner of a pub EUR 1,500 due to the unauthorized use of two video surveillance cameras covering parts of the public space.",No,2021,1500.0,1.0,SPAIN-2021,27,8,0
ETid-637,ROMANIA,1500.0,Lugera & Makler Broker S.R.L.,"Art. 29 GDPR, Art. 32 (2), (4) GDPR",Insufficient technical and organisational measures to ensure information security,"Finance, Insurance and Consulting","The Romanian DPA (ANSPDCP) has imposed a fine of EUR 1,500 on Lugera &amp; Makler Broker S.R.L.. The controller had accidentally destroyed data of customers of Raiffeisen Bank S.A., for which it acted as processor. The ANSPDCP states that the incident occurred due to the fact that the controller had not taken sufficient  technical and organizational measures to ensure an adequate level of protection of the data processing.",No,2021,1500.0,1.0,ROMANIA-2021,25,7,2
ETid-636,SPAIN,90000.0,"Vodafone España, S.A.U.",Art. 6 (1) GDPR,Insufficient legal basis for data processing,"Media, Telecoms and Broadcasting","The Spanish DPA (AEPD) has imposed a fine of EUR 150,000 on Vodafone España S.A.U.. Three data subjects had filed complaints with the AEPD against the controller. They complained about receiving unsolicited text messages from the controller informing them of new invoices, even though there was no longer a contractual relationship between them and the controller. Moreover, there were no outstanding invoices, as the amount to be paid was always zero euros. The data subjects had asked the controller several times to stop sending them text messages and to delete their data. The controller had explained that the messages had been sent due to a technical error and assured the data subjects that they would no longer receive such notifications in the future. However, the sending continued. The original fine of EUR 150,000 was reduced to EUR 90,000 due to immediate payment and admission of guilt.",No,2021,90000.0,8.0,SPAIN-2021,27,6,6
ETid-635,SPAIN,3000.0,Private Individual,"Art. 5 (1) c) GDPR, Art. 13 GDPR",Non-compliance with general data processing principles,Individuals and Private Associations,"The Spanish DPA (AEPD) has imposed a fine of EUR 3,000 on a private individual. The controller resides on the 1st floor of an apartment building, where he is the owner of apartments on the 2nd and 3rd floors. He regularly rents out these apartments to tourists. The controller had installed four video cameras on the three floors and in the entrance area of the building. He justified their operation with security concerns related to the rental to tourists. The owners' association had not granted permission for the operation of the cameras. Also, the controller did not put up a sign in the building informing about the operation of the camera. The DPA found this to be a violation of the principle of data minimization, as the cameras covered areas of the building used by the community, whose monitoring was not necessary for the protection of the controller's property. Furthermore, the controller violated its obligation to provide information, as he failed to inform the other residents of the building about the processing of their data.",No,2021,3000.0,2.0,SPAIN-2021,27,8,4
ETid-634,GREECE,2000.0,Ιγνατιάδης Νικόλαος Και Σια Ε.Ε.,"Art. 5 (1) c) GDPR, Art. 6 (1) f) GDPR",Non-compliance with general data processing principles,Employment,"The Hellenic DPA (HDPA) has imposed a fine of EUR 2,000 on Ιγνατιάδης Νικόλαος και ΣΙΑ Ε.Ε. The controller had installed surveillance cameras covering areas where its employees were present. The controller claims that the cameras were installed for security purposes, as there had been incidents of theft in the past. Considering this, the surveillance system was intended to detect people entering the facilities. However, during the DPA's investigation, it was found that the camera installation was not limited to areas necessary for the protection of property. The DPA recognized this as a violation of the principle of data minimization.",No,2020,2000.0,1.0,GREECE-2020,11,8,1
ETid-633,ROMANIA,5000.0,S.C. Tip Top Food Industry S.R.L,"Art. 5 (1) b), c) GDPR, Art. 5 (2) GDPR, Art. 6 GDPR, Art. 7 GDPR",Insufficient legal basis for data processing,Employment,"The Romanian DPA (ANSPDCP) has fined S.C. Tip Top Food Industry S.R.L. EUR 5,000. The controller had installed several video cameras in the food areas and changing rooms to surveil its employees. The CCTV was intended to deter theft and protect the manufactured goods. The Romanian DPA stated that the controller violated the principle of data minimization, as such extensive surveillance was not necessary. The goods produced could had been protected by methods less intrusive to the privacy of the employees.",No,2021,5000.0,3.0,ROMANIA-2021,25,6,1
ETid-632,CZECH REPUBLIC,,Ski Rental Company,"Art. 5 (1) c) GDPR, Art. 6 (1) GDPR, Art. 7 (1) GDPR, Art. 12 GDPR, Art. 13 GDPR, Art. 15 GDPR, Art. 16 GDPR, Art. 17 GDPR, Art. 18 GDPR, Art. 19 GDPR, Art. 20 GDPR, Art. 21 GDPR",Non-compliance with general data processing principles,Industry and Commerce,"The Czech DPA (UOOU) imposed a fine against a ski rental company. Due to the high value of the sports equipment, the controller required a financial deposit or a full copy of a valid ID when renting sports equipment. The consent to the copy of the ID was included in the sports equipment rental agreement itself. Thus, when the sports equipment rental agreement was signed, consent to the processing of the ID copy was obtained at the same time. The DPA considered this method of obtaining consent to be a violation against the lawfulness of the processing. In addition, it was found that the data subjects were not properly informed about the processing of their personal data.",No,2020,,,CZECHREPUBLIC-2020,5,8,5
ETid-631,CZECH REPUBLIC,2700.0,Mall.Tv,"Art. 5 GDPR, Art. 6 GDPR",Insufficient legal basis for data processing,"Media, Telecoms and Broadcasting","The Czech DPA (UOOU) fined Mall.tv EUR 2,700 for recording parts of the public space without a legal basis. The subject of the DPA's investigation was the operation of two cameras by a company. The cameras recorded parts of the public space and then broadcast the footage in real time on internet television. The footage was of such high resolution that people and vehicles passing by were clearly visible and identifiable.",No,2020,2700.0,2.0,CZECHREPUBLIC-2020,5,6,6
ETid-630,SPAIN,60000.0,"Kutxabank, S.A.",Art. 17 GDPR,Insufficient fulfilment of data subjects rights,"Finance, Insurance and Consulting","The Spanish DPA (AEPD) has imposed a fine of EUR 100,000 on Kutxabank, S.A.. Following a complaint from a former customer, claiming that the bank did not comply with his request to erasure of his data, the DPA started an investigation against the controller. The data subject had already been a customer of the bank in the past. At that time, he had exercised his right to erasure of his data. When he tried to open a new account with the controller, he was informed that this was not possible as his data was still blocked (due to his previous erasure request). The controller further informed the data subject that he would have to unblock the data if he wanted to open an account. For this purpose, a form was attached to the letter. The form stated that by signing it, the data subject was revoking his right to erasure and allowing his data to be used (again) by the controller. The DPA found that temporarily blocking the data, does not correspond to the right to erasure. The DPA also emphasized that deleted or blocked data may not be processed again when a new contractual relationship is entered into with the controller, even if the new processing purpose is the same as the previous one. The original fine of EUR 100,000 was reduced to EUR 60,000 euros due to the immediate payment and acknowledgement of guilt.",No,2021,60000.0,7.0,SPAIN-2021,27,3,2
ETid-629,ITALY,6000.0,Azienda Ospedaliera Universitaria Careggi,"Art. 5 GDPR, Art. 9 GDPR",Non-compliance with general data processing principles,Health Care,"The Italian DPA (Garante) has imposed a fine of EUR 6,000 on Azienda Ospedaliera Universitaria Careggi for a breach of Art. 5 GDPR and Art. 9 GDPR. Azienda Ospedaliera Universitaria Careggi had notified the DPA of a data breach under Art. 33 GDPR regarding the transfer of health data to the wrong person. Medical documents of a patient had been sent by mail both to the affected patient and to another patient. The controller states that the incident occurred due to an error in the printing process. The ward where the affected patient was treated was only equipped with two printers, and one doctor had unknowingly also taken a colleague's print job (the affected patient's documents) when taking out his print job (the documents of the wrong recipient).",No,2021,6000.0,4.0,ITALY-2021,16,8,3
ETid-628,NORWAY,3400.0,Miljø- Og Kvalitetsledelse As,"Art. 5 (1) a) GDPR, Art. 6 (1) GDPR",Insufficient legal basis for data processing,Industry and Commerce,"The Norwegian DPA (Datatilsynet) has imposed a fine of EUR 3,400 on Miljø- og Kvalitetsledelse AS. At one of the carwashes operated by the controller, incidents of vandalism had occurred at the payment terminal. The controller thereupon sent footage of the incident from a surveillance camera to the employer of the alleged vandal. The Norwegian DPA concluded that the sharing of the video footage had taken place without a legal basis and the controller had thus violated Art. 6 (1) GDPR and Art. 5 (1) a) GDPR. Furthermore, the DPA emphasizes that the disclosure of the recordings was not necessary to clarify the incident, as the recordings had already been provided to the police.",No,2021,3400.0,3.0,NORWAY-2021,22,6,5
